Entity_Name	Entity_type	Gene_Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode_of_pathogenicity	EnsemblId_GRch37	EnsemblId_GRch38	HGNC	Position_Chromosome	Position_GRCh37_Start	Position_GRCh37_End	Position_GRCh38_Start	Position_GRCh38_End	STR_Repeated_Sequence	STR_Normal_Repeats	STR_Pathogenic_Repeats	Region_Haploinsufficiency_Score	Region_Triplosensitivity_Score	Region_Required_Overlap_Percentage	Region_Variant_Type	Region_Verbose_Name
PROS1	gene	PROS1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Thrombophilia due to protein S deficiency, autosomal recessive, 614514 (3)						False	3	0;0;0	1.3	False		ENSG00000184500	ENSG00000184500	HGNC:9456													
PRPS1	gene	PRPS1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Arts syndrome, 301835 (3)						False	3	0;0;0	1.3	False		ENSG00000147224	ENSG00000147224	HGNC:9462													
PRUNE1	gene	PRUNE1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies, 617481 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000143363	ENSG00000143363	HGNC:13420													
PRX	gene	PRX	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Dejerine-Sottas disease, 145900 (3)						False	3	0;0;0	1.3	False		ENSG00000105227	ENSG00000105227	HGNC:13797													
PSAP	gene	PSAP	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Metachromatic leukodystrophy due to SAP-b deficiency, 249900 (3)						False	3	0;0;0	1.3	False		ENSG00000197746	ENSG00000197746	HGNC:9498													
PSAT1	gene	PSAT1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Neu-Laxova syndrome 2, 616038 (3)						False	3	0;0;0	1.3	False		ENSG00000135069	ENSG00000135069	HGNC:19129													
PSMB8	gene	PSMB8	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Autoinflammation, lipodystrophy, and dermatosis syndrome, 256040 (3)						False	3	0;0;0	1.3	False		ENSG00000204264	ENSG00000204264	HGNC:9545													
PSPH	gene	PSPH	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Phosphoserine phosphatase deficiency, 614023 (3)						False	3	0;0;0	1.3	False		ENSG00000146733	ENSG00000146733	HGNC:9577													
PTH1R	gene	PTH1R	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Chondrodysplasia, Blomstrand type, 215045 (3)						False	3	0;0;0	1.3	False		ENSG00000160801	ENSG00000160801	HGNC:9608													
PTS	gene	PTS	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Hyperphenylalaninemia, BH4-deficient, A, 261640 (3)						False	3	0;0;0	1.3	False		ENSG00000150787	ENSG00000150787	HGNC:9689													
PUS1	gene	PUS1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial myopathy and sideroblastic anemia 1, 600462 (3)						False	3	0;0;0	1.3	False		ENSG00000177192	ENSG00000177192	HGNC:15508													
PXDN	gene	PXDN	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Corneal opacification and other ocular anomalies, 269400 (3)						False	3	0;0;0	1.3	False		ENSG00000130508	ENSG00000130508	HGNC:14966													
PYCR1	gene	PYCR1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Cutis laxa, autosomal recessive, type IIB, 612940 (3)						False	3	0;0;0	1.3	False		ENSG00000183010	ENSG00000183010	HGNC:9721													
PYCR2	gene	PYCR2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 10, 616420 (3)						False	3	0;0;0	1.3	False		ENSG00000143811	ENSG00000143811	HGNC:30262													
PYROXD1	gene	PYROXD1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Myopathy, myofibrillar, 8, 617258 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000121350	ENSG00000121350	HGNC:26162													
QARS	gene	QARS	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy, 615760 (3)						False	3	0;0;0	1.3	False		ENSG00000172053	ENSG00000172053	HGNC:9751													
QDPR	gene	QDPR	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Hyperphenylalaninemia, BH4-deficient, C, 261630 (3)						False	3	0;0;0	1.3	False		ENSG00000151552	ENSG00000151552	HGNC:9752													
RAB18	gene	RAB18	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Warburg micro syndrome 3, 614222 (3)						False	3	0;0;0	1.3	False		ENSG00000099246	ENSG00000099246	HGNC:14244													
RAB23	gene	RAB23	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Carpenter syndrome, 201000 (3)						False	3	0;0;0	1.3	False		ENSG00000112210	ENSG00000112210	HGNC:14263													
RAB27A	gene	RAB27A	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Griscelli syndrome, type 2, 607624 (3)						False	3	0;0;0	1.3	False		ENSG00000069974	ENSG00000069974	HGNC:9766													
RAB33B	gene	RAB33B	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Smith-McCort dysplasia 2, 615222 (3)						False	3	0;0;0	1.3	False		ENSG00000172007	ENSG00000172007	HGNC:16075													
RAB39B	gene	RAB39B	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked 72, 300271 (3)						False	3	0;0;0	1.3	False		ENSG00000155961	ENSG00000155961	HGNC:16499													
RAB3GAP1	gene	RAB3GAP1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Warburg micro syndrome 1, 600118 (3)						False	3	0;0;0	1.3	False		ENSG00000115839	ENSG00000115839	HGNC:17063													
RAB3GAP2	gene	RAB3GAP2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Warburg micro syndrome 2, 614225 (3)						False	3	0;0;0	1.3	False		ENSG00000118873	ENSG00000118873	HGNC:17168													
RAD50	gene	RAD50	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Nijmegen breakage syndrome-like disorder, 613078 (3)						False	3	0;0;0	1.3	False		ENSG00000113522	ENSG00000113522	HGNC:9816													
RAG1	gene	RAG1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Severe combined immunodeficiency, B cell-negative, 601457 (3)						False	3	0;0;0	1.3	False		ENSG00000166349	ENSG00000166349	HGNC:9831													
RAG2	gene	RAG2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Severe combined immunodeficiency, B cell-negative, 601457 (3)				30046960;26996199		False	3	100;0;0	1.3	True		ENSG00000175097	ENSG00000175097	HGNC:9832													
RAPSN	gene	RAPSN	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Fetal akinesia deformation sequence, 208150 (3)						False	3	0;0;0	1.3	False		ENSG00000165917	ENSG00000165917	HGNC:9863													
RARB	gene	RARB	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Microphthalmia, syndromic 12, 615524 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000077092	ENSG00000077092	HGNC:9865													
RARS	gene	RARS	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 9, 616140 (3)						False	3	0;0;0	1.3	False		ENSG00000113643	ENSG00000113643	HGNC:9870													
RARS2	gene	RARS2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Pontocerebellar hypoplasia, type 6, 611523 (3)						False	3	0;0;0	1.3	False		ENSG00000146282	ENSG00000146282	HGNC:21406													
RAX	gene	RAX	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Microphthalmia, isolated 3, 611038 (3)						False	3	0;0;0	1.3	False		ENSG00000134438	ENSG00000134438	HGNC:18662													
RBBP8	gene	RBBP8	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Seckel syndrome 2, 606744 (3)						False	3	0;0;0	1.3	False		ENSG00000101773	ENSG00000101773	HGNC:9891													
RBCK1	gene	RBCK1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Polyglucosan body myopathy 1 with or without immunodeficiency, 615895 (3)						False	3	0;0;0	1.3	False		ENSG00000125826	ENSG00000125826	HGNC:15864													
RBM10	gene	RBM10	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	TARP syndrome, 311900 (3)						False	3	0;0;0	1.3	False		ENSG00000182872	ENSG00000182872	HGNC:9896													
RCBTB1	gene	RCBTB1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Retinal dystrophy with or without extraocular anomalies, 617175 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000136144	ENSG00000136144	HGNC:18243													
RD3	gene	RD3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Leber congenital amaurosis 12, 610612 (3)						False	3	0;0;0	1.3	False		ENSG00000198570	ENSG00000198570	HGNC:19689													
RDH12	gene	RDH12	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Leber congenital amaurosis 13, 612712 (3)						False	3	0;0;0	1.3	False		ENSG00000139988	ENSG00000139988	HGNC:19977													
RECQL4	gene	RECQL4	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Baller-Gerold syndrome, 218600 (3)						False	3	0;0;0	1.3	False		ENSG00000160957	ENSG00000160957	HGNC:9949													
REEP6	gene	REEP6	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Retinitis pigmentosa 77, 617304 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000115255	ENSG00000115255	HGNC:30078													
REN	gene	REN	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Renal tubular dysgenesis, 267430 (3)						False	3	0;0;0	1.3	False		ENSG00000143839	ENSG00000143839	HGNC:9958													
RETREG1	gene	RETREG1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Neuropathy, hereditary sensory and autonomic, type IIB, 613115 (3)						False	3	0;0;0	1.3	False		ENSG00000154153	ENSG00000154153	HGNC:25964													
RFT1	gene	RFT1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type In, 612015 (3)						False	3	0;0;0	1.3	False		ENSG00000163933	ENSG00000163933	HGNC:30220													
RFX6	gene	RFX6	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Mitchell-Riley syndrome, 615710 (3)						False	3	0;0;0	1.3	False		ENSG00000185002	ENSG00000185002	HGNC:21478													
RFXANK	gene	RFXANK	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	MHC class II deficiency, complementation group B, 209920 (3)						False	3	0;0;0	1.3	False		ENSG00000064490	ENSG00000064490	HGNC:9987													
RFXAP	gene	RFXAP	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Bare lymphocyte syndrome, type II, complementation group D, 209920 (3)						False	3	0;0;0	1.3	False		ENSG00000133111	ENSG00000133111	HGNC:9988													
RIN2	gene	RIN2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Macrocephaly, alopecia, cutis laxa, and scoliosis, 613075 (3)						False	3	0;0;0	1.3	False		ENSG00000132669	ENSG00000132669	HGNC:18750													
RIPK4	gene	RIPK4	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Popliteal pterygium syndrome 2, lethal type, 263650 (3)						False	3	0;0;0	1.3	False		ENSG00000183421	ENSG00000183421	HGNC:496													
RLIM	gene	RLIM	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked 61, 300978 (3), X-linked recessive						False	3	0;0;0	1.3	False		ENSG00000131263	ENSG00000131263	HGNC:13429													
RMND1	gene	RMND1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 11, 614922 (3)						False	3	0;0;0	1.3	False		ENSG00000155906	ENSG00000155906	HGNC:21176													
RMRP	gene	RMRP	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Cartilage-hair hypoplasia, 250250 (3)						False	3	0;0;0	1.3	False		ENSG00000269900	ENSG00000269900	HGNC:10031													
RNASEH2A	gene	RNASEH2A	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 4, 610333 (3)						False	3	0;0;0	1.3	False		ENSG00000104889	ENSG00000104889	HGNC:18518													
RNASEH2B	gene	RNASEH2B	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 2, 610181 (3)						False	3	0;0;0	1.3	False		ENSG00000136104	ENSG00000136104	HGNC:25671													
RNASEH2C	gene	RNASEH2C	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 3, 610329 (3)						False	3	0;0;0	1.3	False		ENSG00000172922	ENSG00000172922	HGNC:24116													
RNASET2	gene	RNASET2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy, cystic, without megalencephaly, 612951 (3)						False	3	0;0;0	1.3	False		ENSG00000026297	ENSG00000026297	HGNC:21686													
RNU4ATAC	gene	RNU4ATAC	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Microcephalic osteodysplastic primordial dwarfism, type I, 210710 (3)						False	3	0;0;0	1.3	False		ENSG00000264229	ENSG00000264229	HGNC:34016													
ROBO3	gene	ROBO3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Gaze palsy, horizontal, with progressive scoliosis, 607313 (3)						False	3	0;0;0	1.3	False		ENSG00000154134	ENSG00000154134	HGNC:13433													
ROGDI	gene	ROGDI	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Kohlschutter-Tonz syndrome, 226750 (3)						False	3	0;0;0	1.3	False		ENSG00000067836	ENSG00000067836	HGNC:29478													
ROR2	gene	ROR2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Robinow syndrome, autosomal recessive, 268310 (3)						False	3	0;0;0	1.3	False		ENSG00000169071	ENSG00000169071	HGNC:10257													
RORC	gene	RORC	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 42, 616622 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000143365	ENSG00000143365	HGNC:10260													
RP2	gene	RP2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Retinitis pigmentosa 2, 312600 (3)						False	3	0;0;0	1.3	False		ENSG00000102218	ENSG00000102218	HGNC:10274													
RPE65	gene	RPE65	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Leber congenital amaurosis 2, 204100 (3)						False	3	0;0;0	1.3	False		ENSG00000116745	ENSG00000116745	HGNC:10294													
RPGRIP1	gene	RPGRIP1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Cone-rod dystrophy 13, 608194 (3)						False	3	0;0;0	1.3	False		ENSG00000092200	ENSG00000092200	HGNC:13436													
RPGRIP1L	gene	RPGRIP1L	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome 5, 611561 (3)						False	3	0;0;0	1.3	False		ENSG00000103494	ENSG00000103494	HGNC:29168													
RPL10	gene	RPL10	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Intellectual developmental disorder, X-linked, syndromic, 35, MIM300998				25316788;26290468;25846674;29066376		False	3	50;50;0	1.3	True		ENSG00000147403	ENSG00000147403	HGNC:10298													
RPS6KA3	gene	RPS6KA3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Coffin-Lowry syndrome						False	3	0;0;0	1.3	False		ENSG00000177189	ENSG00000177189	HGNC:10432													
RRM2B	gene	RRM2B	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy), 612075 (3)						False	3	0;0;0	1.3	False		ENSG00000048392	ENSG00000048392	HGNC:17296													
RSPH1	gene	RSPH1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Ciliary dyskinesia, primary, 24, 615481 (3)						False	3	0;0;0	1.3	False		ENSG00000160188	ENSG00000160188	HGNC:12371													
RSPH4A	gene	RSPH4A	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Ciliary dyskinesia, primary, 11, 612649 (3)						False	3	0;0;0	1.3	False		ENSG00000111834	ENSG00000111834	HGNC:21558													
RSPH9	gene	RSPH9	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Ciliary dyskinesia, primary, 12, 612650 (3)						False	3	0;0;0	1.3	False		ENSG00000172426	ENSG00000172426	HGNC:21057													
RTEL1	gene	RTEL1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Dyskeratosis congenita, autosomal recessive 5, 615190 (3)						False	3	0;0;0	1.3	False		ENSG00000258366	ENSG00000258366	HGNC:15888													
RTN4IP1	gene	RTN4IP1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Optic atrophy 10 with or without ataxia, mental retardation, and seizures, 616732 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000130347	ENSG00000130347	HGNC:18647													
RTTN	gene	RTTN	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Polymicrogyria with seizures, 614833 (3)						False	3	0;0;0	1.3	False		ENSG00000176225	ENSG00000176225	HGNC:18654													
RYR1	gene	RYR1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Neuromuscular disease, congenital, with uniform type 1 fiber, MIM# 117000;Central core disease, MIM# 117000				PMID: 16917943, PMID: 23919265, PMID: 30155738, PMID: 27855725		False	3	33;67;0	1.3	True		ENSG00000196218	ENSG00000196218	HGNC:10483													
SACS	gene	SACS	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Spastic ataxia, Charlevoix-Saguenay type, 270550 (3)						False	3	0;0;0	1.3	False		ENSG00000151835	ENSG00000151835	HGNC:10519													
SAMHD1	gene	SAMHD1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome 5, 612952 (3)						False	3	0;0;0	1.3	False		ENSG00000101347	ENSG00000101347	HGNC:15925													
SAR1B	gene	SAR1B	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Chylomicron retention disease, 246700 (3)						False	3	0;0;0	1.3	False		ENSG00000152700	ENSG00000152700	HGNC:10535													
SARS2	gene	SARS2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis, 613845 (3)						False	3	0;0;0	1.3	False		ENSG00000104835	ENSG00000104835	HGNC:17697													
SBDS	gene	SBDS	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Shwachman-Diamond syndrome, 260400 (3)						False	3	0;0;0	1.3	False		ENSG00000126524	ENSG00000126524	HGNC:19440													
SBF2	gene	SBF2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Charcot-Marie-Tooth disease, type 4B2, 604563 (3)						False	3	0;0;0	1.3	False		ENSG00000133812	ENSG00000133812	HGNC:2135													
SC5D	gene	SC5D	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Lathosterolosis, 607330 (3)						False	3	0;0;0	1.3	False		ENSG00000109929	ENSG00000109929	HGNC:10547													
SCARB2	gene	SCARB2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Epilepsy, progressive myoclonic 4, with or without renal failure, 254900 (3)						False	3	0;0;0	1.3	False		ENSG00000138760	ENSG00000138760	HGNC:1665													
SCARF2	gene	SCARF2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Van den Ende-Gupta syndrome, 600920 (3)						False	3	0;0;0	1.3	False		ENSG00000244486	ENSG00000244486	HGNC:19869													
SCN9A	gene	SCN9A	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Insensitivity to pain, congenital, 243000 (3)						False	3	0;0;0	1.3	False		ENSG00000169432	ENSG00000169432	HGNC:10597													
SCNN1A	gene	SCNN1A	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, 264350 (3)						False	3	0;0;0	1.3	False		ENSG00000111319	ENSG00000111319	HGNC:10599													
SCNN1B	gene	SCNN1B	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, 264350 (3)						False	3	0;0;0	1.3	False		ENSG00000168447	ENSG00000168447	HGNC:10600													
SCO2	gene	SCO2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1, 604377 (3)						False	3	0;0;0	1.3	False		ENSG00000130489	ENSG00000130489	HGNC:10604													
SCYL1	gene	SCYL1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 21, 616719 (3)						False	3	0;0;0	1.3	False		ENSG00000142186	ENSG00000142186	HGNC:14372													
SDCCAG8	gene	SDCCAG8	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 16, 615993 (3)						False	3	0;0;0	1.3	False		ENSG00000054282	ENSG00000054282	HGNC:10671													
SDHAF1	gene	SDHAF1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex II deficiency, 252011 (3)						False	3	0;0;0	1.3	False		ENSG00000205138	ENSG00000205138	HGNC:33867													
SEC23B	gene	SEC23B	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Dyserythropoietic anemia, congenital, type II, 224100 (3)						False	3	0;0;0	1.3	False		ENSG00000101310	ENSG00000101310	HGNC:10702													
SELENON	gene	SELENON	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, rigid spine, 1, 602771 (3)						False	3	0;0;0	1.3	False		ENSG00000162430	ENSG00000162430	HGNC:15999													
SEPSECS	gene	SEPSECS	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Pontocerebellar hypoplasia type 2D, 613811 (3)						False	3	0;0;0	1.3	False		ENSG00000109618	ENSG00000109618	HGNC:30605													
SERAC1	gene	SERAC1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome, 614739 (3)						False	3	0;0;0	1.3	False		ENSG00000122335	ENSG00000122335	HGNC:21061													
SERPINF1	gene	SERPINF1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type VI, 613982 (3)						False	3	0;0;0	1.3	False		ENSG00000132386	ENSG00000132386	HGNC:8824													
SERPINH1	gene	SERPINH1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Orofaciodigital syndrome VI, 277170 (3)						False	3	0;0;0	1.3	False		ENSG00000149257	ENSG00000149257	HGNC:1546													
SETX	gene	SETX	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2 (MIM#606002)				23129421		False	3	100;0;0	1.3	True		ENSG00000107290	ENSG00000107290	HGNC:445													
